id,observed_on,time_observed_at,time_zone,user_id,user_name,created_at,updated_at,quality_grade,license,image_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
4293329,9/28/16,2016-09-28 04:23:00 UTC,Wellington,151532,Danilo Hegg,2016-10-07 21:59:53 UTC,2016-10-13 18:09:57 UTC,research,,https://static.inaturalist.org/photos/5149404/medium.jpg,"Company Creek, Devore Peak, Lake Chelan National Recreation Area, Larix lyallii, USA, United States, Washington State, alpine larch, flora, larch, subalpine larch","Subalpine larch (Larix lyallii) displaying fall colours. Devore Peak, Lake Chelan National Recreation Area, WA.",1,0,FALSE,,"Devore Peak, WA, USA",48.28173667,-120.7723617,,,,,,,,,Subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
7267712,7/16/17,,Pacific Time (US & Canada),323802,judith holm,2017-07-29 22:11:07 UTC,2017-09-25 00:11:41 UTC,research,CC-BY-NC-ND,https://inaturalist-open-data.s3.amazonaws.com/photos/9393585/medium.jpeg,,,1,0,FALSE,,"Cathedral Provincial Park,British Columbia, CA",49.06145,-120.205107,348,,,,348,,,,Subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
7383032,6/4/17,2017-06-04 19:32:00 UTC,Mountain Time (US & Canada),449500,Blake Weis,2017-08-06 22:22:44 UTC,2018-10-04 16:50:38 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/9580644/medium.jpg,,,1,0,FALSE,,"Division No. 15, AB, Canada",50.93668817,-115.2940893,374,,,,374,,,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
7447916,8/3/17,2017-08-03 18:36:51 UTC,Pacific Time (US & Canada),548599,Leanne Elizabeth Young,2017-08-11 15:47:12 UTC,2023-03-08 23:08:33 UTC,research,,https://static.inaturalist.org/photos/9685438/medium.jpeg,,,2,0,FALSE,2,"NF-374, Winthrop, WA 98862, USA",48.74961429,-120.8787217,11007,,,,11007,,open,gps,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
7479344,8/3/17,2017-08-03 18:29:31 UTC,Pacific Time (US & Canada),534288,Jonathan Flynn,2017-08-13 18:52:43 UTC,2023-03-08 23:08:34 UTC,research,,https://static.inaturalist.org/photos/9737188/medium.jpg,,,2,0,FALSE,3,"Okanogan-Wenatchee National Forest, National Forest/Park, WA, US",48.75884454,-120.8584681,40,,,,40,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
7488152,8/3/17,2017-08-03 18:28:00 UTC,Pacific Time (US & Canada),548590,Gina O'Kelley,2017-08-14 04:21:47 UTC,2023-03-12 18:23:12 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/9748121/medium.jpeg,,Several individuals about 30ft tall growing above trees of other species on a west facing slope. ,3,1,FALSE,,"Whatcom County, WA, USA",48.76401002,-120.8554834,8,,,,8,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
7495164,8/3/17,2017-08-03 18:29:39 UTC,Pacific Time (US & Canada),547217,,2017-08-14 18:43:42 UTC,2024-07-04 02:35:40 UTC,research,,https://static.inaturalist.org/photos/9763606/medium.jpg,,"Growing along western slope in small group, ~30 ft tall",5,2,FALSE,3,"Okanogan-Wenatchee National Forest, National Forest/Park, WA, US",48.75933,-120.8581083,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
7551180,7/16/17,2017-07-16 20:51:02 UTC,Mountain Time (US & Canada),504473,,2017-08-19 03:04:30 UTC,2021-02-28 03:17:54 UTC,research,CC0,https://static.inaturalist.org/photos/9855696/medium.jpeg,,There are a number of large dead alpine larch including one with a dead top. What could be killing them?  NE aspect.  Thompson Seaton  Trail.,1,0,FALSE,2,"Flathead County, US-MT, US",48.86151608,-114.6534983,13,,,,13,,,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
7656948,8/23/17,2017-08-23 22:46:14 UTC,Pacific Time (US & Canada),462170,,2017-08-26 14:07:21 UTC,2023-03-12 09:10:00 UTC,research,,https://static.inaturalist.org/photos/10021800/medium.jpg,,,3,1,FALSE,3,"Okanogan-Wenatchee National Forest, Riverside, WA, US",48.67853667,-119.9274967,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
9010013,9/30/11,,Pacific Time (US & Canada),707757,,2017-12-01 20:48:52 UTC,2018-02-07 04:38:28 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/12147345/medium.jpg,,,1,0,FALSE,,"Ravalli County, MT, USA",46.65423788,-114.3215096,31,,,,31,,,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
9010014,7/24/09,2009-07-24 07:28:00 UTC,Pacific Time (US & Canada),707757,,2017-12-01 20:48:52 UTC,2020-10-12 03:30:50 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/12147357/medium.jpg,,,1,0,FALSE,,"Grave Peak, Idaho County, ID, USA",46.39921038,-114.7355674,31,,,,31,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
9010015,7/24/09,2009-07-24 07:29:00 UTC,Pacific Time (US & Canada),707757,,2017-12-01 20:48:52 UTC,2018-10-04 15:23:16 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/12147364/medium.jpg,,,1,0,FALSE,,"Grave Peak, Idaho County, ID, USA",46.39539652,-114.7277891,15,,,,15,,,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
9010017,7/15/09,2009-07-15 12:58:00 UTC,Pacific Time (US & Canada),707757,,2017-12-01 20:48:53 UTC,2018-10-04 15:22:05 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/12147374/medium.jpg,,,1,0,FALSE,,"Grave Peak, Idaho County, ID, USA",46.39774117,-114.7364042,61,,,,61,,,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
9010018,7/15/09,2009-07-15 13:00:00 UTC,Pacific Time (US & Canada),707757,,2017-12-01 20:48:53 UTC,2022-01-04 22:13:46 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/12147381/medium.jpg,,,1,0,FALSE,,"Grave Peak, Idaho County, ID, USA",46.39785838,-114.7362326,31,,,,31,,,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
9010040,7/31/09,2009-07-31 15:28:00 UTC,Pacific Time (US & Canada),707757,,2017-12-01 20:52:28 UTC,2023-02-08 14:13:57 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/12147618/medium.jpg,,,1,0,FALSE,,"Salmon Mountain, Idaho County, ID, USA",45.62587687,-114.8394868,144,,,,144,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
9010041,7/29/09,2009-07-29 09:35:00 UTC,Pacific Time (US & Canada),707757,,2017-12-01 20:52:29 UTC,2020-10-12 03:22:11 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/12147623/medium.jpg,,,1,0,FALSE,,"Salmon Mountain, Idaho County, ID, USA",45.6177125,-114.8374968,8,,,,8,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
9010083,7/30/09,2009-07-31 01:08:00 UTC,Pacific Time (US & Canada),707757,,2017-12-01 20:59:16 UTC,2020-10-12 03:22:04 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/12147712/medium.jpg,,,1,0,FALSE,,"Spread Creek Point, Idaho County, ID, USA",45.64445173,-115.023217,2,,,,2,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
9010084,7/15/09,2009-07-15 12:59:00 UTC,Pacific Time (US & Canada),707757,,2017-12-01 20:59:16 UTC,2020-10-12 03:31:01 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/12147716/medium.jpg,,,1,0,FALSE,,"Walton Lakes Overlook, Idaho County, ID, USA",46.42825737,-114.7256753,61,,,,61,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
9019297,11/30/17,2017-11-30 19:52:00 UTC,Mountain Time (US & Canada),449500,Blake Weis,2017-12-02 19:18:53 UTC,2017-12-28 05:30:34 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/12163251/medium.jpg,,,1,0,FALSE,,"Division No. 15, AB, Canada",50.59530654,-114.9618387,62,,,,62,,,,Subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
9380262,10/3/16,2016-10-04 00:16:36 UTC,Pacific Time (US & Canada),242433,Tulipifera-ike,2018-01-06 08:09:57 UTC,2018-01-06 21:12:33 UTC,research,CC-BY-NC,https://static.inaturalist.org/photos/12740625/medium.jpg,Alpine larch near south pass,,1,0,FALSE,,"Washington, United States",48.413594,-120.646959,,,,,,,,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
10359381,10/17/17,2017-10-17 21:53:00 UTC,Pacific Time (US & Canada),778312,Lee Merrill,2018-03-22 17:07:11 UTC,2018-03-27 17:34:27 UTC,research,,https://static.inaturalist.org/photos/14370099/medium.jpg,,We were lucky to see golden Subalpine Larch while lightly snowing.  The trail was closed soon after.,2,0,FALSE,,"Chelan County, WA, USA",48.50016268,-120.7710528,61,,,,61,,,,Subalpine Larch,Larix lyallii,subalpine larch,Plantae,69848
10630818,9/26/04,2004-09-27 01:11:40 UTC,Pacific Time (US & Canada),8641,John Brew,2018-04-05 05:03:46 UTC,2019-07-20 16:19:39 UTC,research,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/28900/medium.jpg,"Washington, hiking, North Cascades, Pinaceae, Larix, L., lyallii, Pinales, Pinopsida, Pinophyta, Plantae, tree, Larch, Subalpine Larch, taxonomy:family=Pinaceae, taxonomy:order=Pinales, taxonomy:class=Pinopsida, Subalpine Larch near Early Winters Spire","Larix lyallii,Subalpine Larch near Early Winters Spire

<a href=""http://en.wikipedia.org/wiki/Subalpine_Larch"" rel=""nofollow"">Larix lyallii</a> 
subalpine larch, alpine larch, Lyall's larch, tamarack




DSCN3056",1,0,FALSE,,"Washington, United States",48.51558,-120.653314,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
13459617,10/9/09,2009-10-09 18:31:00 UTC,Eastern Time (US & Canada),744769,James J. Bond,2018-06-15 20:24:55 UTC,2018-12-19 05:36:18 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/19758514/medium.jpeg,,,1,0,FALSE,,"Enchantments, Chelan County, WA, USA",47.48292798,-120.7850083,488,,,,488,,,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
14000120,7/1/18,2018-07-01 19:14:45 UTC,Pacific Time (US & Canada),350245,Mark Robinson,2018-07-03 01:50:55 UTC,2018-07-04 23:07:14 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/20706600/medium.jpg,,,1,0,FALSE,3,"Okanogan National Forest, Tonasket, WA, US",48.66210833,-119.9420783,5,,,,5,,,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
14215511,7/7/18,2018-07-07 20:53:37 UTC,Pacific Time (US & Canada),350245,Mark Robinson,2018-07-10 00:23:57 UTC,2019-03-14 08:05:09 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/21088478/medium.jpg,,,1,0,FALSE,3,"Okanogan National Forest, Deming, WA, US",48.73218833,-120.6752083,5,,,,5,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
14316210,7/13/18,2018-07-13 14:55:52 UTC,Mountain Time (US & Canada),729044,,2018-07-13 14:57:55 UTC,2021-01-27 21:06:35 UTC,research,,https://static.inaturalist.org/photos/21283918/medium.jpg,,,3,1,FALSE,3,"Mount Assiniboine Provincial Park, , BC, CA",51.06913135,-115.7870814,6,,,,6,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
14326572,7/13/18,2018-07-13 16:10:17 UTC,Mountain Time (US & Canada),729044,,2018-07-13 20:34:35 UTC,2020-12-03 14:12:44 UTC,research,,https://static.inaturalist.org/photos/21284001/medium.jpg,,,2,0,FALSE,3,"Mount Assiniboine, CA-BC-EK, CA-BC, CA",51.0615245,-115.7844787,8,,,,8,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
14371346,7/7/18,2018-07-07 18:45:00 UTC,Pacific Time (US & Canada),29310,Alex Woo,2018-07-15 03:01:52 UTC,2019-07-20 23:23:56 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/21364621/medium.jpg,,,1,0,FALSE,,"Chelan, Washington, United States",48.50866,-120.672314,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
14393137,7/7/18,2018-07-08 00:16:47 UTC,Pacific Time (US & Canada),773563,S Ehlers,2018-07-15 20:53:46 UTC,2019-02-23 08:02:38 UTC,research,,https://static.inaturalist.org/photos/21404914/medium.jpg,,"Some type of windswept larch trees were everywhere at this high, colder elevation. ",1,0,FALSE,3,"Wenatchee National Forest, Leavenworth, WA, US",47.47755,-120.79303,24,,,,24,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
14950291,7/28/18,2018-07-28 18:11:05 UTC,Pacific Time (US & Canada),8641,John Brew,2018-07-30 16:14:30 UTC,2018-10-04 15:26:58 UTC,research,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/22301612/medium.jpg,,"Easy Pass, about 2200 meters",1,0,FALSE,3,"Okanogan National Forest, Marblemount, WA, US",48.57211333,-120.84355,0,,,,0,,,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
14953179,7/23/18,2018-07-23 17:34:14 UTC,Mountain Time (US & Canada),993286,,2018-07-30 17:23:57 UTC,2024-06-27 06:20:09 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/22305879/medium.jpg,,,2,0,FALSE,3,"Banff National Park, Banff, CA-AB-FN, CA-AB, CA",51.18427989,-115.9620623,5,,,,5,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
15339707,7/17/18,2018-07-18 00:25:00 UTC,Pacific Time (US & Canada),266047,Doug Macaulay,2018-08-12 03:28:55 UTC,2023-02-22 02:51:34 UTC,research,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/22976939/medium.jpeg,,,1,0,FALSE,,Plateau Mountain Ecological Reserve,50.222297,-114.529819,154,,,,154,,open,google,Larix lyallii,Larix lyallii,subalpine larch,Plantae,69848
15342043,8/7/18,2018-08-07 21:19:10 UTC,Pacific Time (US & Canada),142166,Emily Han,2018-08-12 05:52:14 UTC,2022-09-06 04:25:23 UTC,research,,https://static.inaturalist.org/photos/22981523/medium.jpg,,,2,0,FALSE,3,"Okanogan National Forest, Deming, WA, US",48.73612963,-120.6796144,32,,,,32,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
15517051,8/11/18,2018-08-11 18:44:02 UTC,Pacific Time (US & Canada),1130825,Tanglaw Fletcher,2018-08-16 23:23:02 UTC,2023-03-05 06:10:59 UTC,research,,https://static.inaturalist.org/photos/23256427/medium.jpg,,Larch tree. Female cones point up at first but hang down as they mature. Not evergreen since they lose needles in winter. ,2,0,FALSE,3,"Whatcom County, US-WA, US",48.7330066,-120.6691861,5,,,,5,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
15580981,8/11/18,2018-08-11 18:45:52 UTC,Pacific Time (US & Canada),1130820,,2018-08-17 18:55:32 UTC,2019-07-20 16:28:03 UTC,research,,https://static.inaturalist.org/photos/23301283/medium.jpg,,"Lark. Deciduous evergreen. Comes first point up then hang down as it matures. Needles grow in clusters

",2,0,FALSE,3,"Okanogan County, US-WA, US",48.733061,-120.6691217,10,,,,10,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
15705807,8/11/18,2018-08-11 18:43:42 UTC,Pacific Time (US & Canada),1130821,Patrick Durose,2018-08-19 23:40:27 UTC,2023-03-08 23:10:09 UTC,research,,https://static.inaturalist.org/photos/23479762/medium.jpeg,,"Needles in clumps, leafs fall of in winter, cones hang up until matureaty then hang down",1,0,FALSE,2,"Whatcom County, US-WA, US",48.7329999,-120.6691805,10,,,,10,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
15728242,8/11/18,2018-08-11 18:43:49 UTC,Pacific Time (US & Canada),1127574,,2018-08-20 17:24:19 UTC,2024-05-08 00:28:39 UTC,research,,https://static.inaturalist.org/photos/23483802/medium.jpg,,"20 feet tall, not evergreen but has needles, no cones",3,1,FALSE,3,"Whatcom County, US-WA, US",48.73297328,-120.6691941,5,,,,5,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
15728309,8/11/18,2018-08-11 18:44:10 UTC,Pacific Time (US & Canada),1132479,Kyle Stone,2018-08-20 17:25:12 UTC,2023-03-05 06:10:03 UTC,research,,https://static.inaturalist.org/photos/23483865/medium.jpeg,,,3,1,FALSE,2,"Whatcom County, US-WA, US",48.73301088,-120.6691012,6,,,,6,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
15829284,8/23/18,2018-08-23 19:45:08 UTC,Mountain Time (US & Canada),1032438,,2018-08-24 00:25:35 UTC,2024-06-27 06:20:06 UTC,research,,https://static.inaturalist.org/photos/23664449/medium.jpg,,,1,0,FALSE,3,"Banff National Park, , AB, CA",51.29817167,-116.0892805,10,,,,10,,,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
16037974,7/13/10,2010-07-13 18:14:00 UTC,Eastern Time (US & Canada),566241,Gordon Neish,2018-08-30 18:54:13 UTC,2018-10-04 15:26:30 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/24023041/medium.jpg,,,1,0,FALSE,,"Okanagan-Similkameen, BC, Canada",49.065583,-120.196783,,,,,,,,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
16381328,8/11/18,2018-08-11 18:00:00 UTC,Pacific Time (US & Canada),459348,John D Reynolds,2018-09-10 05:11:57 UTC,2023-03-23 21:25:58 UTC,research,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/24633434/medium.jpg,"2018, BC, Canada, iNaturalist, Manning Park, plant, plants",,1,0,FALSE,,"E.C. Manning, Okanagan-Similkameen, British Columbia, Canada",49.01176111,-120.8285056,5,,,,5,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
16523328,9/11/18,2018-09-11 19:18:39 UTC,Mountain Time (US & Canada),18062,ColinDJones,2018-09-14 15:26:24 UTC,2018-09-14 15:47:04 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/24872591/medium.jpg,,,1,0,FALSE,3,"East Kootenay F, , BC, CA",50.459295,-115.7732783,0,,,,0,,,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
16830063,8/7/18,2018-08-07 22:54:00 UTC,Pacific Time (US & Canada),8641,John Brew,2018-09-23 14:49:59 UTC,2019-05-08 06:48:49 UTC,research,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/25416746/medium.jpg,,,2,0,FALSE,,"Chelan County, WA, USA",47.48184722,-120.7996417,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
16830267,8/7/18,2018-08-07 22:13:00 UTC,Pacific Time (US & Canada),8641,John Brew,2018-09-23 14:55:46 UTC,2019-05-09 03:26:29 UTC,research,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/25417047/medium.jpg,,,1,0,FALSE,,"Chelan County, WA, USA",47.47734167,-120.8119278,,,,,,,open,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
16862861,9/22/18,2018-09-22 16:15:00 UTC,Central Time (US & Canada),608898,Nick Belliveau,2018-09-24 06:18:45 UTC,2024-06-27 06:20:00 UTC,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/25467178/medium.jpeg,,,2,0,FALSE,,"Division No. 15, AB, Canada",51.3285756,-116.1789372,641,,,,641,,,,subalpine larch,Larix lyallii,subalpine larch,Plantae,69848
